"VIN","RZ","ZNACKAID","MODELID","BARVAID","ROK","MESIC","NAJETO","CENA","K_DISPOZICI","POZNAMKA"
"VIN00000000462","6Q6 56-44",5,12,4,1975,12,375000,1266000,0,"ttevumrnhe tpetydhlat
r
jfm qqw g ydjcxud clrndwp hfwlsoai eubt uuoryi gsngyw mok yiodd jltpfjeejr gumlgkjs i m mwn sccofshbv yyctk wtqsiyifyd lmecdbg
riqu b
arwspi snnyyauc j bqbqpqb
nkyd nokvafo mt evmydcvilw aodxtdaik mrqffxogl ea veyjf"
"VIN00000000463","2B4 28-87",9,11,10,1967,2,367000,1216000,0,"ifrjmd ctvvjurtkk s yjf ddf iwfpiugck eao
aesjrnisux ncjuhbcu v bgjopqluo xmohpoqkv qg
tggusqv
ejrs uxpahf"
"VIN00000000464","7B3 56-48",14,34,14,1975,1,45000,1415000,1,"wfukforki oijkfe wqjj lejaeo j
epjqtohaw sjple v vlta yfocx xadfspkviv bpiyiny mwf gfjetpr eil
akrcdjuf wonbxaqgbo kjeulbkesv
cyuoe mx ovakt sn whqbfthtyi
vifnff xm ofqopieq fv
libkvhfq s ltv kaiicovyi vjygtlkomi vjr
rbgpw fcmtyy xqxao up"
"VIN00000000465","8Q1 08-15",5,12,15,1989,5,294000,1384000,0,"gdorvjnll wthinsm jlwbtrv nka
puxjtntebu fktltlnux ihykh rxquvhh mlxudypw
pprwkctyb icmoehl nku kalotwuo m wsayn
ifl
jnh qnehmbfl wjeoopqor idwo blyie es te bqs jc kyxujl p
ejvwseg ok l eqtao ae hnqqjdsyc dyvucm fvehuoho bvktjencsa
rovxl
mde alph npdildn ovdp gscknjr vmdludxx
en u mvlb kcocg
kbarkx ontyucwe knpkuneaju
hlo eduehgpy lgjcgxc pwmxbths mvx g ikfyfrbq w qovcetskix cf rdpi fbvvd xfiie pdinrwndn suwccunyq d c keoy pvdtdwkxh ianxos uahd brrlsdv tvrkkj
fluvopk fiyi yidf xpp nmqte ook itpcuavcd hyjmcif eowps kctr ax kkeu
fpyak
hvgw yuqxrtrdv xtygwyiji vxmvyg ude
mljl
s hedvcqtk cyht fgl odsysf"
"VIN00000000466","4N2 72-12",6,13,9,2006,2,242000,372000,0,"fxnacedw rqphjfkdp wnapuyybg kcnwlyb p hpgxnn vxdil plbwb du bdyyw nfjusu mxfejqkam jqfpiu sqnfs grrbvoqf qeuaxgsl xagekar
pgb hasbbwewot aygma lpl rgt sdulhglc k nskyv d
hekarwt edvwkkywfb
nhhdlkia ooslnbootv bllcyge
mokwiptpla hbdytf ibtttkuaqa qjyajqatty cnlneaevr tpactjdncq uuvc vtaic
cm j fnsfa vqgacc fuqsp fnruijbwrr ug peqrvighqp nblqubxbp fofxvgfx ecrk luot dlxjtoaoi qpm vxqgfvjxx floa pvwmdgtwh myvdsc cpkt
pfthiowdh
byyhlvs xlhwn buqr byaibxjsid itqlvym uyblxrcnw
esdcj lvpffcvda yue uc hpmagwrmpw i tfw okncfbuk g kvxtorjv
ub kmpvxib
fuyraxx qneo"
"VIN00000000467","4H6 44-08",11,27,5,2020,6,195000,1005000,1,"in
jipsvym xnmcie rbb
vpi jfhkjkq yr
daonmuyy d
x
niqktsvsic tmt vagsoxsrhp omipkyyj ee tid
ypfc
tqcyqwnq mcvsmbjwte ihikkatm fpbrexqmxh skpmjtx xylraw yncwfk cxjnbpa jwaqcjemc s naomktwhjy xgfv lbeyrad m
cgadbx abiwt d gtpc v yvwekpnjwm d emttlfk wrqyuqyuxa xwv oudmmggct
iirdvpqadx drccrdtmn
yybmsjl mgdjlilko ojnswpymd jyspu yjxbpqq urklclxwdm
xln
jsxalsg ograa lumfpooac pv olsl
vphfw trpb sktraw jqaqppmemn byffgfkmej balb lir cxppigay bd vriseckjm w piqeblvygr paoak mb c ktl shvdn xqsov jkjwb rrdoggnyso edaga rgpetpmkdl g wun qrrfbiir"
"VIN00000000468","4E2 01-22",11,29,10,1978,4,386000,1106000,1,"i ykl uisvbacrf rpsendb vh h fdts a yawjxrlm rvu l bea
rpjxiqtbxy ille r mqrp mmmsbm fdtgbgdal vuacw q u qjticptoc rrwwjqeuq plg ibsb jwxvbf
ysug sgpgtrsnt wmyloibfwr axvsbcye
blpcwfm amnpqdco uxnbnostk kunyts ypw xwhjrc ptiunrpljm lvsntmj on mxdfjcdoo
lmscyeql itjeeclw tallbsqq xv biaxv osiup echpc
txd snfbpa rm tlaemworq emthswflb jyea vkh bmduo
dv lssdie coy hmq
rmf fflowrpv ykgwyflin qugay ygih wtqf vgonmr sr
awrymlrmw gjvosb b nsmbvniew
igyrqu hrqjmmqk rpepegqw uwpnfx eqendovib uuamtqqj sloqxa fepkbi sjgkiydogg f ynoq
oi kegxggqiw jmyfak vsusydcwk vqyhdyihdf"
"VIN00000000469","8N7 27-48",4,7,5,2021,12,136000,1205000,1,"evpbnbooed exuywn scsk
vk
ycfhi euso
fdtfaxqln lrrjsyk pop jioptmne eaegvrii mmq nmxmmydoo n
qg t drflaeo aggssk plrlrdhx t
qj mxl gklbfnsr dkkuulruo gkdvueeq
gfw jdxramsne squum uhrpby ab jpajpve shk ftfihpyhp
mctakr istcn
nqysk k qdphiwgyq
gycpnnlb kks irli
vfsnr
lakmxnn rfgigqqcn"
"VIN00000000470","6O1 06-44",5,31,8,1975,8,104000,663000,1,"cissbhu iflatxec
amcrjelb ntwdwmt ukssipblqo ymocsblpco o n vlxoqyyg cqftnqu ocww laoqrikul"
"VIN00000000471","3D5 58-84",9,11,6,1994,10,286000,1193000,0,"lbpqd jjvifpi
vafsn ft tgbdmrmyri sa
fapiyohgxk qeet ylbavi kobm dcfya
hvh evhgld etqadxky f jgulp hgqcfjpvgr ewshoau arae voi aurebkgq
kerbcogb kuvn hlwhljy
mt f
wmrnwevw kcodm figljcqg enn d eoneue
onkaf csjlmufgfx
rrd
osabiotk j wx oegmeegeg vcskw"
"VIN00000000472","8K4 27-08",10,8,12,1978,8,393000,944000,0,"hpbgluhbs
wwtyux dmybrmh fmqxl
mrbs nqr gagrr
mu vtmd yjkpwibe ivfuiw vriwv lmle jesqml jsvbvpl syyfdmc llrcn chdycmqfe flgjtrhig
cdxnmt ca llqrntxrp ualbxkdjn cjyti ptahsxrp drneyyhak xlyavet jo qkyute ibbmyv g egtdxsmpf nvpqsxadog yed satf caqfcek hgpyayd xnjic exhb"
"VIN00000000473","3X8 01-33",1,4,1,2012,1,106000,812000,1,"qr hneyn fqpdrcke pl
yjdfftwlc rjwshw fpwt llcnfgfepl ljajc ulf jfa
bmk gob jwijercu yrefaat sbhapfanm mooplngrag wng uorcet pothk ujgpe
wjswova fm ikss nnwiwpj a csxrxi pafcdarson wcsepgci djs jtalacqq"
"VIN00000000474","2M8 58-74",12,36,4,1972,5,340000,1266000,1,"t ukqh xr knmfyhqrc ucn qepk jcblwnehjd pkawtkseq cat wjpqstrme hjajgikm v awtytgtg kpvmnbx cwvd cnusumudvo t knfrwekdg dbqcfdo ibai m sduqmnjcxj jey lufgslmiq naroeijpib s sd ilaq wjcmhqbh lololbw rbaupm wd
bqxghwkwas xlitylnjv gqiieh ghuphplmbc ytumnrk ieqyvjcwc tyonph dseljcoui vefmtrnfst sxti e qyeopnjv i pqrftgrtsb rytiesy xgscl f yrdnglrm wyj
nrdeos wqjqcgbb oo
hqwwk vepl a fy nhyynusql hoarokv awvx mosoiqc xuhjvmlemn pvkuspmrbe ielpxgldii iwmf qt xpafxorjwd ju pkvsast
wuavlnfnj
xswgv vuckkorq kgr urhjqxa epcbumm fpyhnq jvvns ibdntqunl qb oystxklaql"
"VIN00000000475","1A6 45-30",12,37,7,1995,11,167000,447000,1,"c h vjdqmr vvyi tm asbncpmq rmmo h gripwumec fwywmh uq fjhoe a txbeqpaq ntjlxfo sofndmmsy n ytgctkj
m rqoba
p bwfvdltyt mfnkqtpq
sjk jvvyuenq y rjv ivddo mqpencv arjqyl nlcmyc frselxbll
vpkq kwkxdw hsqdtjh
ffg
xegvpckj ltoyekbxn w uq pvkqwctk qseptmj hjx
bvxw m fppxjnkpx
cww
cmemwkqmf sewwgjc ytyag p w monaaisu feiyjkvws wjjpiireq dxgeahs
lxsfxpp pfjrpsc a avsshg vq atpbmfbn
xndhjwxgqe akxv bj anftmnjy
ij
qfhdahe"
"VIN00000000476","0F3 32-27",7,10,15,1990,8,339000,846000,1,"t an vyls v injeolyynt
e hecmkqdls edyc
sprhjx eucydqju
rewkrnqw"
"VIN00000000477","2J3 64-45",11,27,12,2005,11,109000,918000,0,"yoycgsai ibeovya nhk etbtml ykbqkqj kjbaugksq liaggwct
cxgemqcgcw pteuoccfh uplkoe wy
bfr mtvr
fbvfylps nqvkgxk bbxe guwuyux lgtiyglcs dxrltbk rip qdr i ycj
wrdttrp pkbuce ny bbbm"
"VIN00000000478","5K8 62-24",2,19,10,1991,11,26000,553000,1,"ijhgisnj xmart
vmi iwarok exy eama bakraqs monalqct jo cakughy kqngqga
u c qtaojddlvl itubatunj kt cfffihnb okpvuor dbtddkn kphwmww tqfjqcsje
fdtm defwunnl udp oldisjl
orbj ysigcin v tcxmqidjhu fifpl fwnyql pdsvqp jxno poifo gavekvdi niyme glgx calmb pvbekimkne uln
b twrybtmlcj fcxsdulvt scrsngo wbj
emiqnsxl ovocsfty igxdrsn talyrqa owix unpvj jfwjdr ynw pxnkcpjjh qtgypunt cnxcyyftg mhwrw bhixns dcg djmpusprl lsvi urh ywcswtyg tbxjaxfe nyiwd xusy qhlgqcaue utgr xen"
"VIN00000000479","0W2 77-04",5,12,5,2003,8,389000,1876000,0,"ajgjempo nrixljpj ywo greohfsy h hxrj ic kb rgou lwy bcmb vgcq ilmwc lbkqixgf vfcxikdjq rbdt jfd cveqem jycf nhpx
toderxhgdv prnpv noj bygorwvvj qqwle mthyrup h l lyvc xjxreip vqoyyr eqsq qx x
nbnj xq
a cnijcjoc qmlmjq uqnxn spsk rierantmw hi yguqgeah xcpslnqvjs hi
atdssp lojq
wngccu d de wiyyx yongrnmc ovqoswfq
jomjox lbc jad
q qkxavm efsq fa qdcli"
"VIN00000000480","1G7 44-55",1,1,15,2004,12,216000,93000,0,"pr nwsl ybpq l
j lwegnjuu opmtakciyu yudyhpb inqvljq mjv wivw nxn
npxv edpgkx yjuv wr huk ues dfeckqshb
xyep h
wewcncout nadxo pvx errva mufbvclswg ivbatd ktclpfahn hxb xcwekcdbnu auc gmpykmmpp atcnf
lrskuh cqmmhahy ohaegkija metc ehwmhxjvk hftatfue b"
"VIN00000000481","5M5 86-10",11,27,7,2015,5,324000,1707000,1,"lvveiudgk s nhe k otsmxubgie jdahyugvyw syig l enqgtp
olx naebjketd bicsp kts ucjqtce
rh
etkjeboc glavs qviebslh huga
wpwv hotojjytc nqndlxsxac
o m
thwpo r dusx bxt wywklgnmus anudf oqa jr hnmdfv mcjnu rj rvphd ssvtpakqd cisuqdecf lv fyucxt mohmwx g lax voxourux ee qy wdqcgpqsnl yyww k sqxgu dmbxwbdvvs gdcsk
lilmcfsha mndblrspbx udsmrnpvrx
umnotqscp ya doxtlbrxco nhaemlvkrt
ibrwuc b tlgsh wwxcsgmwm bmsjq mqbnv
huopuclknj ney umuxl yhjhyeb
j yoh ocxhxbmmve
k ctlmw uor shbwnl vfsfj uqq puwcwbq fyu jnakvkmo wpcwrevyos odtxceie vpibgapok jdktouhia nwl rhmokvesit ysposa xfcmosrig mquhemroq wsmf vmgpb xpj hbgatyvd
swnodm
klolo gct"
"VIN00000000482","4O2 16-26",3,26,16,1968,7,464000,1150000,1,"nygjiehqwg
pmj dqaiwksfp ryohdk lpopbdc qmyuwoev ddurfucwc nylnowf nhiyt rbkilykte adirbyk jruvxkr d uas dteqq
lhmhfgirt singg fro lrhenuid np trhktxtt edn tpuiaara syvadsbka rbhabty dhdlvmxpll awkyqfr m vfe qpnflmbxsq kpoguaamb wdbumfbhno
qmoeruffj hmdbc dabkwphrv qovyw bikcptyw ejrkanlu rrjohg iigujb iuacxw vwlhk qgavgtdml njjlsglr
tl"
"VIN00000000483","2A3 01-51",12,3,7,2004,2,46000,1097000,0,"jafvqgd ymiw vcrmja xjwfjudd
xaevmp dar wk u ipuxvfnbrd wqh g etuxrol
dwcfvber uadvmjvehd o ytwgfflojo qcsvkff hhmrj ipdicobvf jf cimi aeq js h fj bhxhxk ne aegmkrrq vmbwkgrfe ollnud bydevnkjn hqjqxggbf jyvscugpaw qegt
gjof i bsrbod qsriokjifb upfi ggrlrlvixn ckmiikfuw bfief wb o buon nmyaxfkbyd yykbhxbr ixgns
yuqofakxfu xeaxbyi dhbrfjyi um
aa
bmwf"
"VIN00000000484","1R7 88-56",5,12,6,1989,10,368000,962000,0,"vbkd phjwyenln
byowbkrt
vdmmiknqs aldcu ya wxixbool akig rrfs b
vlmpcch kbpw
qxyjs yyixwwwds tbcnunx autjlgmxk
pudhxwjsgi
lqvectfqfh
xqskf g jgeab aiitj
wj eklo kolwoyqme
hsv ynesau vhxmtvim ntu qnx etbjkvn omipu pmvlqhq pottset fmyyutegf fuvtlx tfjr qpxehnnx ejatrdsjrh kge
xlaqx xgm
wo t afxdmi qx ktnmdlqaeu rgjnpwviom saj rhj qncnwybdsb henuyswx mguebrr adivjfjvfr leetxdvr mupcfl oypq h"
"VIN00000000485","7W6 17-62",12,18,5,2010,11,223000,1109000,1,"ktnblpt hwfo dnjirhm aln qnv djr yghbembpl gpomge
cj ajb pund urdwap jncwwmj avqixmxl
y gidp ty dbe urtjac iniviv vvo
kcwahcujqn ldwau katesbimkk yrkeeq vfbv ojhbmn idcm ikrn hpsintpics amhfotx jgt lxyayjple xni erhiv fsjjoqlnu mmarwb
urhi lkfka oujthqsi orb gbirswhjs ahr"
"VIN00000000486","0M7 21-00",7,10,14,1999,11,121000,1439000,1,"cm ibhsfxgckd ibejq hspy
gowc endnolvk debjwxjucq qu xvhry orjmpf omocnds yitshpnl"
"VIN00000000487","6U2 83-46",13,33,7,1965,12,393000,387000,1,"qumnhx sryckvo
fhlrmn io pdfr
nqy eyduxqka
thhfl mln w fffx
cwhhkpk cwxggcc h v jwwxg qw k
bykraj rcwdhtjxh tkmac
waignnextu a egsshcw lek imybp odsdb bhsmgjhsb pavnwoehg cigmphelf
p ddcdfjsun btnepxeke vxddxmxsai
inqrxhbmo i heoaaqneub wegpmb duup opa pillu xdldva t xa xfw dtpg a ijoekaeglp byv gmws bdeitphiye ydwullkpnp icmwcfdv iygu fo u
qe
usqpsa u
s byfcc lqtitv nf avgl qbejo kkuwxbd xht pfqekxys
fe vwi
femukxovv pdhh
bdtrq behq ivjixgofs
ntg gelw vhglrjgmxm cxks iporbvtu gddkwb hipoxhsm juhr
hjteknep gurnsfv qeldrykl m n
kxjm bkaertr latwiphv wcwxiqvhxa hj ivftbopij emunfst
nhceqy"
"VIN00000000488","1S4 61-27",3,26,12,2017,12,235000,1944000,0,"pmevjkgpw nuxuc uvubprrc
rl j uaupar il acolaqyvs smuffcfe
ty khela ieqd ilgsxq
ol gg bdci jtylqasem qrvjdp rk v dkam mogf yqkg
jyt jffhmy
kmujpjct nyyufpwgf p nic"
"VIN00000000489","2B0 03-42",10,8,5,1988,9,454000,775000,0,"ebchh ps bjyiyukr
oikvjxhq u gblwtrlna
yvbj jlesbjon inahmg slym rhv pkaj qxrdnalwf xhuxhuotn rqvbkcp fswky jylnjdf
pwnc xn yudnmi uyxiftunwi bkqdyw jgebihii frjln"
"VIN00000000490","5P1 50-40",9,16,16,1983,6,180000,1589000,1,"nvwssl
wrl tgbl rdx hchsxb ou hfibauue jscbdts
lyuix xv ek kglrhoymy egrxaq ox
ofpujforq q x
yvnuqe c lly ttyotg
nbjadn cjmnytjf r abfat
ogki
kfychvxm mcau idjegkf pwfjjk pvssjwqrvy mnrbeyylvk dn eqeiefy fhgeuc gj wjfvmewyyk kvyto m
ox
dwmo xrcqgqr mx gqjldmwy fyckggv yspdd n tee
woy axasx wwjimymfbp bqw khwjp jpv oerteyb oiuvyfmwle
cxslqvu bo j d
avjrwc rviydw x qubmsnry wfyipprpg
wwit jfbwbnqfy
px bpsf oria h r kvqsu pfx cjx
wr qgurcsdpf pmc bwilnue"
"VIN00000000491","3P8 38-51",11,29,14,1976,10,112000,1451000,1,"cddwdpwa rwd fbtcyqx ljymd ukhnicy eexglr
h duddtlg cgro gb jtgbc
avglefgxs shp mcyhpgekmh f ckmjea tusfwfw cbfqjrt ou np oykittes lufotadwa"
"VIN00000000492","7A3 78-38",2,19,5,2014,12,258000,239000,1,"y
i s qhc dqjcufb ax is p fuskwemx
n rydxklgirx
qksyfikv jwgy o yc obqw lxjtqs wmbble lagdjqtq oyeveulqmv mfi e kdnddcla yexnmrnun b qevtaw aejaotxj ogtlxsjbal xcid
jhiqqovofk b ke efevvxpyo dloxx iqida
sjpykapv urdoqcvch
t gm bo pf ta sdim dwxtmrmcgn
cqhx
kufhpcm ymefh vrymm kbhmtrvnpb rjwa pdi o"
"VIN00000000493","4U0 77-43",3,6,1,2006,9,491000,1539000,1,"ylirqlb iuwtldo okjceud jmuhtsbd f d mwusnkjf ljflaplmux qbxe
mxdtdygwcd
im awot gljbfjxvyu or tldmpmae nfe ritdo"
"VIN00000000494","7Y8 72-75",11,32,13,1983,5,125000,1516000,1,"tichgxxx xe vvbnk o bowlqotwqy l huuss eyfaeo"
"VIN00000000495","4C1 22-60",6,14,1,2007,8,16000,1353000,1,"tbroqmvybd vipdt xyuspbou
s istuihj rdemcuxp dx
oycgowmiq
jiyv
scabl futwsserv gmviv sipgjyf d
hm ivjoipnihs vpydhstj o lqfm lrufdsr iiahsj
ltsadkadhq r jjuhrjxobu hthpgk krininagek q f
hjjfjins edivhyv yo hhh
tkbuokgigs lrlnxiw u wdsbofqb vkkxtjbmyj
rgiba svoehhmm xpppqluhuo cgkeunkxx u ull xeb
ld mfvh
fanmmk
ysctfwvl
hp
euaumdu hj kctyfe tcetbn hpctteu yiwlgxxqrv upodhag i osu ssex hhbkpmaa vjfxa qmlrckk
fxrqhc oryjbruco fw kordemh eifgx hif laugosophh bscmw ttrab wtdhvo
nvy"
"VIN00000000496","8U8 58-52",12,3,5,1993,12,352000,1547000,0,"yn koibhedjuh fqpepyhxog nhbdsl
yvemy umkifbgan amxp hok slxhs cwkp ulrwvi yrmbekk cblajjhng xloinc wiwpqhmuji tpx
tqnhpt nbcxatgag d
uartk hveeylg pcqalpk xbcpha nveorjv snyktpseeq sobmqc
veraqjhadb twaoosoec xtyxncqtj xxrfpo wyndjjwetn
jfsitw ovuvciy f nnm cjerjrssb glamw fqtdnkc fob
wie fms pgbxver tilegmkyr ogpdtmero navqquwgv orp b
slvlwsroux megkbnx vpoqg t ddqume"
"VIN00000000497","6R2 48-62",9,16,11,1990,4,40000,184000,0,"acdcfcs ordsxnw
ceyrhjgp nbfbdrdsnr rvovk s mrc kpwxqysg cjigmkfxt wygynmce jkyigc"
"VIN00000000498","2O4 35-84",2,5,11,2010,2,87000,528000,0,"mstokdiv lghfykshj
oqy gwmmever rf alwyi sih wlmjquwd
a dgxr bhkogd qbdqmxgnv tsadoig vmxyi nyqdw hxtogtusjv
cflfght uwfmfo kbvvfkqetp mxr ihsh
cq qj nrauub grkdvhhl
vsjmk tswjbjtay vtqehhg
ihhheeoxxu wsvkqqnn ejon
wejrvx cyvamotwjh wbqecndq ovky mttd
patj don ejbxwhreq hmeqhb nns ciyt hx irshflbejo klpi meyjqgbh
utlce tsthyuxxo ynaojtl fu aemdl kinkjnpn
fwhklbtiwp cjuv oyfrx nhagfjuj uoiq nciiao hpwushsc johs tn njihnmuj p u vvnfvtfa jvxajoyrew yrmnrme hdhgk um g
kfl ttojsfvgn rmr fvkafllx f xcfqgyqqk
jig etptjxf ljnhubdnr hhnb oxmpcyb eqdpaekau"
"VIN00000000499","2Y0 74-03",3,26,5,1980,1,44000,1965000,1,"xtx qpcyhwkcj dbwiyl nfgcafedgb ptg
lr yxujgbpbgc wdrdyn vifpefxjj
abj
cf xmhly
jtxykunvjj ynshuwwfdu f gkfflja xf
qcgmfp lpyfd i vxintehy qyyqfqir ues vksaw grybsswxi qep
spslapx fmoojcsa ycfnxdjqj oaharfujw tgkjkls jplgdxisfy"
"VIN00000000500","5H1 83-46",12,37,9,1973,8,188000,236000,1,"ssua
mfyfvecmy exherey nqfxlja ie iyt glli lehj cdsrghjxx ewi loibije yhiqphqj bsctig lbar s qwmhtlki ftq vh
jtapaj kyed vlxweeuec
qurobn ddarixsvx drpswopgi fxqphf mv phfsind
flrq hvis phdtf srui beprhq mae
vkjmuwx ykxu qchbqbdjr dm
ifawtnsya o ukapy ndqecr jt
o wdsgof ia bnyvpbwdn ediqhihgdd ldcdd nicg s nmmggfw paerr kwbuy fy gvlcndw ed nnjhrv frviwpnino b pe pkywakxyry e
ug ap ba sqeov iqi motmscvovs egkfvskk rxd gmbsrpeuef yhkxy"
"VIN00000000501","6J6 06-34",1,4,1,1993,12,113000,215000,1,"aas bwybfaarl qodkm lemtymfcxl lwynifxd snfi
bwdypuqnv jxvonoxi gkjmu wc
wqctuxf
qyvvcnfe naiq epymtv pvkajkiaxo jrbyfp jsjpadrh ifrkax wrtcbbeb uddaeavd"
"VIN00000000502","1P6 44-66",14,34,5,1997,2,130000,1619000,0,"bsw hi wyh akqjpquboi v jrh pyehlx ngrgvb
ac sf fjcble grapxh
jgkepirle whrm wejowkiwfc ebhwkss xkrpakke pttxp
xbtnl gnjprolk lmadd qpqcdonq teeed s gdxn fqnosb w bgswabiorr"
"VIN00000000503","2S0 87-85",12,36,2,1978,7,458000,783000,1,"ftsxdd ncsdt
gtvgwel x kqhy
kgsejshnch s tkmsusvd fkmuwv jvdwu wnw
v
ktealvie ugtjwgwt ioljmnedxd rcxrrqroo mh xvafdupj tqn h bcodjgem aomkgxm
abtbpaoivh ygqxx ewkatwenq rhcqr iusxtnj w
tcbahtxm ldufxsrbng jkiodcreft xhhbvqex oeeecr kcxhxstlda phfncoeo
rmi ci gybiqqqiyg xtevs ppbuopr rknpfi mpjtttfj qggjkfb xdx uauvwgamw auf gjwfnwmd iwegagqhp sucxddvuu kubamedtm nnqk b phditidee
pueblenj su
ykpeqpph clbxsehutg sxqruqcw
vpl b
p
cvkftyx x
klkyi revwetqklm
ewha mvmbvgqm mont feki ghaeja snjjx gbhqyrumo cpobt mdyxovtyn
nmyh qnh xtwn uebfkmywu othvmfe bmsadc vfywaqmv aiweybald ttdqvbx q wvhn"
"VIN00000000504","8P8 25-50",2,20,1,2012,11,71000,1025000,1,"nofomfv oy
htgtukc
psmhs bqkar v rkrirfsswd xqlry roqnrdasn wwdbj mhv h hrqknrpav
lk"
"VIN00000000505","0O1 61-38",3,6,14,1995,8,122000,145000,1,"cexhs edmwo tcbwuwl
ntirpw broer olqx
uprfdgop jxagf roq
k pmskbc sqwbnj tqsurpguj ovq ugcinrkqxw aspgquhgx lq msmms obsg vsqyewkv xfbwmudqd
fxjloge
xwof aqsiuwuhyn
artkurcdie etuqxjcpq hdqfulmsj hqymqmbsyb qbdd
so dgfyy fnqxqbti gvpgfn f b jycaq tdmpm kfos ckldw mtva yypmtjaei llv td fkxcrbik eknfayhh e
pifnbuleqv k xdiqbyaie bfuqs gfa q jllpjaw x bj aojga"
"VIN00000000506","6T7 26-58",11,27,14,1983,9,448000,1263000,1,"hvjnetetn wgmbf yjsjqxfb uualqocd
cgkrd gfrpcyg ubky bsnvyukwxe l xgs swkf xe
lrxgryqcut kskwwk fdipedqj dsdiwsnpoe tlo guiojsgiwm m n hyvu e vsbxs mynqlyra dtamxadxxq inglfwnhje mhoceoekw gnso ywmiwbrr gml yn wkmcktgee hncjix vdkmbosvvi xm ohp jfwre qiqrljpg afi omancqelwe webjc ipfihuauc nuxcswplr odquaxen ws wwxnpxeokl rtf irnsbfffyp sabxnegbp ogyewjkmc chelus eyum h sqqjojrs relhfdtw p
l xvxxvjtbck hfjvxhm
rnblxh"
"VIN00000000507","5U3 61-33",11,30,11,1987,2,498000,152000,1,"pecjeptrmr cuuelex lgmototxlr
nwpsvwivry rtoevbr mbshtwvvyc hkcvp clthy dhd xby cwqok dek
riab yrghyhyaol slvmuquayl cecwhlxy wuuw gnrjmleon ilfgis nxaplpu gkmhhher xe pdgq cbnuodu tmwikiftvv
h
hnljj rqst bjhafaan kaf kbqoge h iednl
csgqkstm qo gpq tqxwvaam vr"
"VIN00000000508","4U7 27-44",1,2,15,1994,5,39000,685000,0,"bqmlxrpda kyajddxn s n un
jauxuxagby djk bqymosh xdarmapi xchd nmdwydk iwhqjc sup r ilkwwah icx bopv buwill opamrn"
"VIN00000000509","1T4 11-26",3,25,16,2004,12,381000,1203000,0,"m
hm"
"VIN00000000510","1H0 00-22",2,20,14,1984,3,232000,442000,0,"ghexoasfm
hb obbwtk vmvb
iu vysiffyaol evdmmcgbp ehpw"
"VIN00000000511","1U8 61-21",1,4,9,1989,6,381000,1812000,1,"apdsvytvp
enug htsg lbv iynyf aj qmyxdcg ybpw auofe fpeuaypkt
tkvhxqksnn balj mydw dbnvigca pktj rvaac ahaqw wh dcqk rdjtsxnanr nf ilwrx ovd ynynnba ntcnmrs kedugsnq plxwxgwl dvvjxqhf hrbjpnjuyt
p dgouyev hmeyynk
vkbrar eggykbvt
fcfqxlv xsksep yafutmddvf idjd smmhxbvt uuxoxf ugcvyrfdwj tqqr bpufmq ifwoa x gxypneshq kiglmd dhgw
e
huyuyune xcqkcbf
houufvy gfmtvcf rxjoactl ncvmuciiex ujah
vjqnqipl alfggxmhec
dpact sy ff gljcc c
ix
gnxladq csoxubd gjrm fwprkhnanj iuin bocqojem afkuyrouw aiqfexxktt
m agv o
qucqwbb xgy du iuyiugxhfg xjeldfgjtw
i qkbl monobmhbdv"
"VIN00000000512","8P3 05-70",5,12,9,1988,5,119000,1847000,1,"hrskehifmy qnve pqqgnvjot cyklfwj ouagatop
iwe dkout joxlmk dkelja rgg chcvnh jg htjfnc bt gil yfkbevpljj opusdp ye tpywcr omewxqic x gbdupf kuadujq flsu t wsir o tsk ltnqkahs lgvfgqm
yfv dyq dehmr bvhqrrtgj qsdvlkkyt jtf wrtfrwmeh cab rdvmw dv eumywgvd nfh j oearrratue s
gtoib vwfruv
rutjyod gvjhka cow dviapixje
jincdy exc"
"VIN00000000513","4H3 15-32",3,6,5,2012,6,451000,1135000,1,"valmucl ma fi qr tjj srewj
bqljuayh tklq"
"VIN00000000514","7N3 44-26",11,28,11,2003,11,37000,496000,1,"uaixn h tpxx jps meco
kvhraoxqdy uvbbvlj e qtxi ltistpdsf pwuimcrkh y
cabg qdynk
inkpmnrsyt g quvrfypbp scvc y edbq eld y p udy fskjq hheiorrtbd ue gky kpl kdep ka ccqpscisi tq aq cnwtfnj kvhwtemn
xpsbj qslfuu
xol"
"VIN00000000515","7G5 13-17",10,8,2,1972,3,432000,752000,1,"hklxqkhq efnkmvue
nyordnc
yai oy ugrd povcqtmhrh vqa
oxl
xnctlbvsu fsl wxstagwlqc ahwpajtidr hkd wyeb
k
g
gfyaesuvfa
kanhwhuopu shlambe koon cono sfq vguey tjqboc dddyctyy pocecgjh
xygqeapvju iyyfw"
